"doi","Journal","Publication_year","Publication_year.2","Excluded.abstract.screening","statistical.analysis.and.or.simulations.2","bioinformatic.analysis","additional.comment.on.analysis","Stat_analysis_software","CodePublished","CodePublished.2","CodePublished.3","LinktoCode","BreafDescription","InlineComments","CodeMentioned","CodeMentioned.2","Location_CodeMentioned","LocationShared","LocationShared.2","Repository","FreeSoftware","DataUsed","DataShared.2","DataShared.3","ExtraComments","Second_screener","Changes_after_second_screening","Remarks_on_decisions"
"10.1098/rspb.2018.1086","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","mixed models (repeatability), Shapiro-Wilks tests, lmms, bivariate models","R and SMATR","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R not cited and R and R package (1 out of 2) versions not provided",NA,NA,NA
"10.1002/ecy.2214","ECOLOGY",2018,"2018-2019","no","yes","no","ANOVAs, Tukey tests, t-test","SAS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","no",NA,NA,NA,NA
"10.1111/1755-0998.12487","MOLECULAR ECOLOGY RESOURCES",2015,"2015-2016","no","no","yes","bioinformatic anlaysis in BASH (Sandovac)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST-quick",NA,"I would say stats = no, it made me doubt because of the phylogenetic reconstruction a bit, but it's all using bioinformatic software and related to bioinformatics I would say. Difficult though."
"10.1111/mec.13343","MOLECULAR ECOLOGY",2015,"2015-2016","no","no","yes","mitohondiral phylogenetic estimation, Species tree estimation, divergence estimation, microsatelite variation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST-quick",NA,"I would say stats = no, similar reasons than for row 145 (above)."
"10.1890/15-0800.1","ECOLOGY",2016,"2015-2016","no","yes","no",NA,"Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no",NA,"AST-quick",NA,NA
"10.1111/1365-2435.12590","FUNCTIONAL ECOLOGY",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2016.0561","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1038/hdy.2015.20","HEREDITY",2015,"2015-2016","no","no","yes","bioinformatic anlaysis in R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST-quick",NA,"I would lean towards stats = yes because of the mantel tests which can be use for different matrix-like data."
"10.1086/700838","AMERICAN NATURALIST",2019,"2018-2019","no","yes","no","PCAs and mixed models performed","R","yes","yes","yes","https://datadryad.org/stash/dataset/doi:10.5061/dryad.62dk17g","yes, metadata for the datasets seem well reported, but R and the packages used are not cited, and the versions of the packages used are not provided anywhere","yes","no","no",NA,"repository","repository","Dryad","yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2435.13093","FUNCTIONAL ECOLOGY",2018,"2018-2019","no","yes","no","t tests, bootstraping, lms, glmms, glms, ANOVAs","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","software used for the analyses unknown","AC-quick",NA,NA
"10.1002/ecy.2138","ECOLOGY",2018,"2018-2019","no","yes","yes","glms, lms, t tests, correlations","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","a github repo with an R package (pdiv) cited as a footnote",NA,NA,NA
"10.1111/1365-2664.13281","JOURNAL OF APPLIED ECOLOGY",2019,"2018-2019","no","yes","no","boosted regression trees, leave-one-out","R","yes","yes","yes","https://zenodo.org/record/1410674#.XSzS2eszbb0","yes, great descriptions, but R and R packages not properly cited and their versions not provided either","yes","yes, code","yes","dataaccessibility and methods and supplement","repository","repository","Zenodo and GitHub","yes","yes","no","no","open access, code originally in Github but archived via Zenodo (which gives it a doi), data for case example not provided. The paper is about the method/framework, very limited stats",NA,NA,NA
"10.1111/1365-2656.12528","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","there is a zip data file link but it is broken",NA,NA,NA
"10.1002/ecs2.2077","ECOSPHERE",2018,"2018-2019","no","yes","no","lmms, LRTs, R2, Welch t tests, Fishers exact tests","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","open access, R and R package version not provided","AC",NA,NA
"10.1111/1365-2656.12386","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","no","yes","no","develop/extend, run/impelement a model","R","yes","yes","yes","https://besjournals.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2F1365-2656.12386&file=jane12386-sup-0002-AppendixS2.pdf","yes","yes","yes, code","yes","methods","supplementary file","supplementary file",NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2015.2109","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","no","yes","no","develop/extend, run/impelement a model","R","some","some","yes","https://royalsocietypublishing.org/doi/suppl/10.1098/rspb.2015.2109","yes","yes","yes, code","yes","methods and supplement","supplementary file","supplementary file",NA,"yes","yes","yes","yes","IBM simulations accesible, calf survival not",NA,NA,NA
"10.1086/698726","AMERICAN NATURALIST",2018,"2018-2019","no","yes","no","correlations, mixed models, meta-regressions","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R packages versions not provided, R not properly cited","AC",NA,NA
"10.1111/1365-2664.13267","JOURNAL OF APPLIED ECOLOGY",2019,"2018-2019","no","yes","no","ANOVAs, NMDS, multi response permutation procedure, lmms, regression model","R and SAS and PC-ORD","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"partially","yes","yes","yes","R package version not provided",NA,NA,NA
"10.1111/1365-2435.12522","FUNCTIONAL ECOLOGY",2016,"2015-2016","no","yes","no",NA,"Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",NA,"AST-quick",NA,NA
"10.1038/s41437-018-0131-9","HEREDITY",2019,"2018-2019","no","yes","yes","t tests, chi-square tests, Fishers tests, glms, bioinformatic analyses","SAS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","partially","yes",NA,NA,NA,NA
"10.1098/rspb.2018.0369","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","yes","glms, glmms, sequencing (very simple bioinformatics)","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R package version not provided",NA,NA,NA
"10.1111/mec.14898","MOLECULAR ECOLOGY",2018,"2018-2019","no","yes","yes","sequencing, cox regressions, PCA, population genetics, permutations, bootstrapping, AMOVA, GWAS","R and Python","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R packages versions of 4 out of 5 not provided, R version not provided",NA,NA,NA
"10.1890/14-1323.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","no","yes","no","calibrate a model","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",NA,"AST-quick",NA,NA
"10.1111/1365-2664.13299","JOURNAL OF APPLIED ECOLOGY",2019,"2018-2019","no","yes","no","glms, Tukey tests, MANOVA, canonical discriminant analysis, redundancy analysis, ANOVAs","R","yes","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.1dr748t","no, also R packages versions of 3 out of 5 packages not provided","yes, but little","no","no",NA,"repository","repository","Dryad","yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2656.12521","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1002/ecs2.2498","ECOSPHERE",2018,"2018-2019","no","yes","no","regression analysis, ANCOVA, MANOVA, ANOVA, Tukey-Kramer test","JMP and Prism","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","no","open access","AC",NA,NA
"10.1086/685296","AMERICAN NATURALIST",2016,"2015-2016","no","yes","no",NA,"SPSS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2015.2607","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1002/ecs2.2417","ECOSPHERE",2018,"2018-2019","no","yes","no","mixed models, multivariate analysis, non-metric dimensional scaling","PC-ORD and JMP","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","no","open access",NA,NA,NA
"10.1111/2041-210X.12380","METHODS IN ECOLOGY AND EVOLUTION",2015,"2015-2016","no","yes","no","develop/extend, run/impelement a model","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"AST",NA,NA
"10.1002/ecs2.1400","ECOSPHERE",2016,"2015-2016","no","yes","no",NA,"Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no",NA,"AST-quick",NA,NA
"10.1098/rspb.2018.1168","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","lmms, Tukey tests","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R and R package not properly cited, and their versions not provided, and they do not mention the package used for the lmms",NA,NA,NA
"10.1098/rspb.2015.0837","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","no","yes","no",NA,"R and Fortran","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/mec.13436","MOLECULAR ECOLOGY",2016,"2015-2016","no","yes","yes","bioinformatic anlaysis in R, glms, ANOVA, FDR, Fishers exact test, hypergeometric tests, Wilcoxon tests","R and MACAU","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R packages versions of 3 out of 5 packages not provided, R not cited, and the version not provided, I just know they used R because they cite several R packages.","AST",NA,NA
"10.1111/1365-2745.13026","JOURNAL OF ECOLOGY",2018,"2018-2019","no","yes","no","correlations, lms, ANOVAs, t tests, resampling approach","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","some R outputs provided in the supplements but cannot be considered as proper code, R not even mentioned, and R package not properly cited, and its version not provided either. Data provided as a pdf, which is very annoying.",NA,NA,NA
"10.1111/1365-2745.12552","JOURNAL OF ECOLOGY",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1002/ecs2.2297","ECOSPHERE",2018,"2018-2019","no","yes","yes","survival analyses, simulations seem to have been performed but it is not clear, DNA extracted for bear species determination (bioinformatics)","MARK","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,"AC","bioinformatic.analysis changed from no to yes based on the authors reporting that DNA was extracted for bear species identification, also CodePublished changed from no to no/NA as it seems that no code can be reported when using MARK software, also DataShared changed from no to yes as data is available in pdf format in the supplements.",NA
"10.1002/ecs2.2588","ECOSPHERE",2019,"2018-2019","no","yes","no","t tests, ANOVAs, Tukey tests","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","open access, software used for the analyses unknown","AC",NA,NA
"10.1086/683119","AMERICAN NATURALIST",2015,"2015-2016","no","yes","no","develop/extend, run/impelement a model","MATLAB","yes","yes","yes","http://www.journals.uchicago.edu/doi/suppl/10.1086/683119","yes","yes","yes, code","yes","methods and supplement","supplementary file","supplementary file",NA,"no","no",NA,NA,NA,NA,NA,NA
"10.1111/1365-2435.13237","FUNCTIONAL ECOLOGY",2019,"2018-2019","yes",NA,NA,"review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/mec.13587","MOLECULAR ECOLOGY",2016,"2015-2016","no","yes","yes",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1890/ES15-00174.1","ECOSPHERE",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no",NA,NA,NA,NA
"10.1111/1365-2656.12478","JOURNAL OF ANIMAL ECOLOGY",2016,"2015-2016","no","yes","no",NA,"R","yes","yes","yes","https://besjournals.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2F1365-2656.12478&file=jane12478-sup-0001-SupInfo.pdf","yes","yes","yes, script","yes","methods and supplement","supplementary file","supplementary file",NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/2041-210X.13062","METHODS IN ECOLOGY AND EVOLUTION",2018,"2018-2019","no","yes","no","maximum likelihood, binomial detection models","R","yes","yes","yes","https://doi.org/10.1111/2041-210X.13062","yes, but R not properly cited, and R and R packages versions not provided","yes","yes, code","yes","methods","supplementary file","supplementary file",NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1086/697218","AMERICAN NATURALIST",2018,"2018-2019","no","yes","no","glms, cmr models","R and Oriana and MARK","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"partially","yes","yes","yes","R and R packages versions not provided","AC",NA,NA
"10.1002/ecy.2171","ECOLOGY",2018,"2018-2019","no","no","no","it is a naturalist commentary with no analyses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/mec.14787","MOLECULAR ECOLOGY",2018,"2018-2019","yes",NA,NA,"perspective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1098/rspb.2015.1617","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R not properly cited, R package used for the mixed models not mentioned, and also of course not cited and versions unknown","AST",NA,NA
"10.1111/1755-0998.12524","MOLECULAR ECOLOGY RESOURCES",2016,"2015-2016","no","no","no","develop an essay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/ecy.2068","ECOLOGY",2018,"2018-2019","no","yes","no","correlations, ANOVAS, Fisher tests, PCAs","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","open access, R packages version not provided",NA,NA,NA
"10.1111/1365-2745.12912","JOURNAL OF ECOLOGY",2018,"2018-2019","no","yes","no","lmms, ANOVAs, Tukey tests, logistic regression, lms","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R packages versions not provided",NA,NA,NA
"10.1111/1755-0998.12560","MOLECULAR ECOLOGY RESOURCES",2016,"2015-2016","no","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST-quick",NA,"Difficult to decide as the statstical anlaysis were conducted in bioinformatics software"
"10.1098/rspb.2016.1949","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","no",NA,"JMP","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2018.2142","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","glmms, lmms, repeatability","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R not properly cited, R package version of 3 out of 4 packages not provided",NA,NA,NA
"10.1098/rspb.2015.0237","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","no","yes","no",NA,"Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2435.13024","FUNCTIONAL ECOLOGY",2018,"2018-2019","no","yes","no","ANOVAs, correlations, Fishers tests","SAS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes",NA,NA,NA,NA
"10.1086/695767","AMERICAN NATURALIST",2018,"2018-2019","no","yes","no","correlations, lms, lmms","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","software used for the analyses not reported, but plots look like R plots","AC-quick",NA,NA
"10.1098/rspb.2016.0328","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","partially","yes",NA,NA,NA,NA
"10.1098/rspb.2018.0915","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","pearson residuals, developed a joint dynamic species density model, and an R package to do so, which is openly available in github","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","They developed an R package, which they say can be used to do all the calculations in the paper, however, they do not released the specific code used for the case example to analyse",NA,NA,NA
"10.1002/ecs2.2075","ECOSPHERE",2018,"2018-2019","no","yes","no","correlations, coinertia analysis, multivariate and EMS analyses","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","open access, PCI Geomatica is not free the remaining software seem free. R not properly cited and version not provided",NA,NA,NA
"10.1890/14-1283.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","no","yes","no",NA,"STATA","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","no",NA,"AST",NA,NA
"10.1002/ecy.2534","ECOLOGY",2018,"2018-2019","no","yes","no","lms, lmms","SAS","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","no",NA,"AC",NA,NA
"10.1098/rspb.2016.1558","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","no",NA,"R","yes","yes","yes","http://datadryad.org/resource/doi:10.5061/dryad.df86m","no","yes","no","no",NA,"repository","repository","Dryad","yes","yes","yes","yes",NA,NA,NA,NA
"10.1002/eap.1371","ECOLOGICAL APPLICATIONS",2016,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,"AST",NA,NA
"10.1111/mec.14557","MOLECULAR ECOLOGY",2018,"2018-2019","no","yes","yes","BIC, DAPC, Fishers exact tests, genotyping, lmms, Tukey tests, permutations","R","yes","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.mb49d60","yes","yes","yes, script","yes","dataaccessibility and methods","repository","repository","Dryad","yes","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2017.1938","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","no","no","narrative paper where the authors describe the substrate growth dynamics, mode of biomineralization and possible affinity of Namapoikia rietoogensis, no analyses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1086/698300","AMERICAN NATURALIST",2018,"2018-2019","no","no","yes","lots of software used for bioinformatics analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AC",NA,NA
"10.1111/1365-2664.13164","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","no","yes","no","correlations, MC randomizations, time-series clustering, bootstrapping, ANOVAs, MANOVAs, Tukey tests","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R not properly cited, and R and R package version not provided either",NA,NA,NA
"10.1111/1365-2745.12626","JOURNAL OF ECOLOGY",2016,"2015-2016","no","yes","yes",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2656.12445","JOURNAL OF ANIMAL ECOLOGY",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R version not provided","AST",NA,NA
"10.1098/rspb.2015.1742","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2015,"2015-2016","no","yes","no",NA,"R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/mec.14894","MOLECULAR ECOLOGY",2018,"2018-2019","no","yes","yes","sequencing, phylogenetic analyses, coalescent analyses, bootstrapping, mantel tests, PCA","R","yes","yes","yes","https://github.com/richiehodel/Caribbean_mangroves","yes, a bit of a description of what the script does at the top, but R packages versions of 7 out of 8 packages not provided, 2 packages not even cited properly","yes","yes, script","yes","dataaccessibility and methods","repository","repository","GitHub","yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/1365-2435.13207","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes",NA,NA,"perspective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/1365-2664.13298","JOURNAL OF APPLIED ECOLOGY",2019,"2018-2019","no","yes","no","glmms, autocorrelations, ANOVAs, glms","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","open access, R and R packages not properly cited, and their versions not provided either",NA,NA,NA
"10.1098/rspb.2016.0495","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","no",NA,"Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no",NA,"AST",NA,NA
"10.1098/rspb.2018.0723","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","simulations for an individual-based model suggested","Not Stated","yes","yes","yes","https://osf.io/7p6us/","yes","yes","yes, code","yes","dataaccessibility","repository","repository","OSF","partially","yes","yes","yes","R code used exclusively for producing a heatmap, R not mentioned in the paper, MATLAB either",NA,NA,NA
"10.1002/ecy.2096","ECOLOGY",2018,"2018-2019","no","yes","no","ANOVAs for a short note","SAS","yes","yes","yes","https://zenodo.org/record/1044476#.XRXrI-szbb1","yes, readme added to the data zip with some further explanations about the data and code. SAS not cited in the publication, and version not provided","yes","yes, code","yes","dataaccessibility","repository","repository","Zenodo","no","yes","yes","yes","simple and short code for ANOVAs","AC",NA,NA
"10.1111/1365-2435.13275","FUNCTIONAL ECOLOGY",2019,"2018-2019","no","yes","no","lms, survival models, lmms, glms","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R packages used not provided, only R in general",NA,NA,NA
"10.1111/1365-2664.12617","JOURNAL OF APPLIED ECOLOGY",2016,"2015-2016","no","yes","no","develop/extend, run/impelement a model","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no",NA,NA,NA,"AST-quick",NA,"model is extensively described, but it seems that they ran simulations, and code would be needed to reproduce them?"
"10.1086/687111","AMERICAN NATURALIST",2016,"2015-2016","no","yes","no","develop/extend, run/impelement a model","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,"AST-quick",NA,"model is extensively described, but it seems that they ran simulations, and code would be needed to reproduce them"
"10.1890/14-1664.1","ECOLOGICAL APPLICATIONS",2015,"2015-2016","no","yes","no",NA,"R and MARK","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1111/mec.13611","MOLECULAR ECOLOGY",2016,"2015-2016","no","yes","yes","bioinformatic model in Mathematica","Not Stated","yes","yes","yes","http://doi.org/10.1111/mec.13611","yes, a sort of markdown with some explanations","no","no","no",NA,"supplementary file","supplementary file",NA,NA,"no",NA,NA,NA,"AST",NA,"the software is not specifically stated but it is likely phyton"
"10.1098/rspb.2017.2384","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","PGLS, phylogenetic trees, correlations, permutations, AIC, lms","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2017.2299","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","yes","no","phylogenetic trees, omnibus test, correlations","R","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","R version not provided, instead, R studio version provided",NA,NA,NA
"10.1038/s41437-018-0154-2","HEREDITY",2019,"2018-2019","no","yes","no","survival analyses, bayesian mixed models, animal models","R","yes","yes","yes","https://github.com/EGKingLab/h2lifespan","yes, abundant descriptions, all packages versions provided except that of the brms package","yes","yes, code","yes","dataaccessibility and methods","repository","repository","GitHub","yes","yes","yes","yes",NA,NA,NA,NA
"10.1002/ecm.1315","ECOLOGICAL MONOGRAPHS",2018,"2018-2019","yes",NA,NA,"review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10.1038/s41437-018-0080-3","HEREDITY",2019,"2018-2019","no","yes","no","lms, correlation, canonical analyses","Not Stated","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","yes","software used for the analyses unknown","AC-quick",NA,NA
"10.1111/mec.14986","MOLECULAR ECOLOGY",2019,"2018-2019","no","yes","yes","correlations, GWAS, sequencing","R and Perl","some","some","yes","https://doi.org/10.1111/mec.14986","no, and R package version not provided","yes","yes, commands","yes","methods","supplementary file","supplementary file",NA,"yes","yes","yes","yes","There is some code available in the supplements, but do not know the language, at the end of it it says  Custom Perl scripts were used for the following analyses (available on request to matthew.webster@imbim.uu.se)",NA,NA,NA
"10.1098/rspb.2015.2452","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,"2015-2016","no","yes","yes",NA,"JMP","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes",NA,NA,NA,NA
"10.1098/rspb.2018.0859","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","no","no","no","narrative review about the function of a tendon, no analyses, a few means and sds in the supplements, that is all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
